Norms are:
	-One norm: 0.142353
	-Two norm: 0.17645
	-Uniform norm: 0.21177
Numerical 					 Analytical
x t=0s t=0.1s t=0.2s t=0.3s t=0.4s t=0.5s
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
20.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
25.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
30.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
35.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
40.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
45.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
55.000000, 25.881905, 0.448832, 0.007783, 0.000135, 0.000002, 0.000000, 25.881905, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
60.000000, 50.000000, 2.363183, 0.066926, 0.001611, 0.000036, 0.000001, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
65.000000, 70.710678, 6.859347, 0.303121, 0.009950, 0.000280, 0.000007, 70.710678, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
70.000000, 86.602540, 14.545207, 0.962603, 0.042407, 0.001500, 0.000046, 86.602540, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
